Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,Correlation_coefficient,Number_unclassified,Percent_unclassified,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
student_analysis(numbers),3,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,147.0,17.0,1.9017647058823528,3.6897337700866237,90.52058608075356,101.27955970162485,0.008865187220165865,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25772.0,23832.0,4462.0,NaN,NaN,?
student_analysis(numbers),3,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,147.0,17.0,1.2588235294117647,2.165518549501549,94.47147566859488,93.37692687289801,0.04054935183594396,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25772.0,23832.0,4462.0,NaN,NaN,?
student_analysis(numbers),3,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,147.0,17.0,4.996764705882352,15.962515880502487,109.16816908338502,102.85392545233479,-0.022804187884530685,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25772.0,23832.0,4462.0,NaN,NaN,?
student_analysis(numbers),3,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,147.0,17.0,1.0669411764705885,1.3385436335149965,91.77083569963784,101.37083947579421,0.032244412006879615,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25772.0,23832.0,4462.0,NaN,NaN,?
student_analysis(numbers),3,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,148.0,16.0,1.4837500000000001,1.7734394548447374,104.86842199517193,110.47243402712832,-0.01914251837292694,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25921.0,23981.0,4313.0,NaN,NaN,?
student_analysis(numbers),3,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,148.0,16.0,0.858125,1.1506927261436912,85.23085698946367,97.51930910534594,-0.04511194621211487,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25921.0,23981.0,4313.0,NaN,NaN,?
student_analysis(numbers),3,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,148.0,16.0,0.7349999999999999,0.8361892728324132,72.96753420981999,66.10656565162093,0.4573455185855826,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.015,0.0,0.015600099999999999,0.0,15.6001,25921.0,23981.0,4313.0,NaN,NaN,?
student_analysis(numbers),3,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,148.0,16.0,1.0192499999999998,1.2170605983269691,111.33465936977586,100.07446856193087,0.179060459650126,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25921.0,23981.0,4313.0,NaN,NaN,?
student_analysis(numbers),3,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,148.0,16.0,5.244875,17.16143074600716,103.6324834820362,102.45805148044656,-0.28869686929676425,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25921.0,23981.0,4313.0,NaN,NaN,?
student_analysis(numbers),3,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02008161137E7,148.0,16.0,0.7312499999999996,0.8980534505250785,61.003793536895266,66.66833721916815,0.3468572864573521,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,25921.0,23981.0,4313.0,NaN,NaN,?
